8157 WIND_SPEED,TEMPERATURE,HUMIDITY,MIC_A,MIC_B
255776 3.59,24.50,39.00,408.00,-3.50
255783 3.59,24.50,39.00,-267.00,685.00
255783 3.59,24.50,39.00,-117.25,-413.50
255792 3.59,24.50,39.00,506.50,157.50
255792 3.59,24.50,39.00,-147.75,665.00
255799 3.59,24.50,39.00,-14.75,-403.50
255800 3.59,24.50,39.00,-269.75,8.00
255808 3.59,24.50,39.00,-314.75,-373.50
255809 3.59,24.50,39.00,90.25,-638.75
255815 3.59,24.50,39.00,481.25,-140.25
255816 3.59,24.50,39.00,403.25,639.25
255824 3.59,24.50,39.00,-787.50,150.50
255824 3.59,24.50,39.00,10.00,-123.25
255831 3.59,24.50,39.00,-66.75,304.75
255831 3.59,24.50,39.00,851.25,152.25
255839 3.59,24.50,39.00,37.25,443.25
255839 3.59,24.50,39.00,-443.75,191.25
255848 3.59,24.50,39.00,-419.25,-238.50
255848 3.59,24.50,39.00,370.00,-317.50
255855 3.59,24.50,39.00,-784.50,219.75
255856 3.59,24.50,39.00,189.75,-1165.00
255863 3.59,24.50,39.00,-14.00,849.50
255864 3.59,24.50,39.00,341.75,-64.75
255872 3.59,24.50,39.00,-1330.75,458.75
255872 3.59,24.50,39.00,-169.00,-823.75
255879 3.59,24.50,39.00,102.50,208.25
255880 3.59,24.50,39.00,-369.75,-109.50
255888 3.59,24.50,39.00,21.25,-946.50
255888 3.59,24.50,39.00,-16.25,957.25
255896 3.59,24.50,39.00,54.00,-80.25
255896 3.59,24.50,39.00,-54.25,-118.25
255904 3.59,24.50,39.00,74.50,-169.50
255904 3.59,24.50,39.00,430.25,409.75
255912 3.59,24.50,39.00,275.75,-40.75
255912 3.59,24.50,39.00,-38.75,-236.50
255920 3.59,24.50,39.00,30.50,-29.50
255920 3.59,24.50,39.00,303.00,44.75
255928 3.59,24.50,39.00,157.50,333.75
255928 3.59,24.50,39.00,938.25,-42.50
255936 3.59,24.50,39.00,-55.25,424.00
255937 3.59,24.50,39.00,189.75,512.75
255943 3.59,24.50,39.00,216.75,-91.25
255943 3.59,24.50,39.00,-763.00,121.75
255951 3.59,24.50,39.00,-915.25,-547.00
255952 3.59,24.50,39.00,68.00,-412.50
255960 3.59,24.50,39.00,34.50,33.00
255960 3.59,24.50,39.00,-550.25,244.50
255968 3.59,24.50,39.00,161.25,-119.50
255968 3.59,24.50,39.00,629.25,-211.25
255976 3.59,24.50,39.00,-556.00,132.50
255976 3.59,24.50,39.00,-206.00,-352.25
255983 3.59,24.50,39.00,564.25,104.00
255983 3.59,24.50,39.00,442.00,108.25
255992 3.59,24.50,39.00,-324.50,317.50
255992 3.59,24.50,39.00,-783.00,183.75
255999 3.59,24.50,39.00,-148.50,-454.25
255999 3.59,24.50,39.00,134.75,300.25
256007 3.59,24.50,39.00,321.50,-376.50
256007 3.59,24.50,39.00,519.50,614.50
256015 3.59,24.50,39.00,-338.50,240.25
256015 3.59,24.50,39.00,-490.50,-391.25
256024 3.59,24.50,39.00,608.25,-329.00
256024 3.59,24.50,39.00,-613.25,36.00
256031 3.59,24.50,39.00,-664.00,-196.25
256031 3.59,24.50,39.00,-106.50,-158.50
256039 3.59,24.50,39.00,-371.50,247.25
256039 3.59,24.50,39.00,-77.75,-546.50
256048 3.59,24.50,39.00,-382.75,130.75
256048 3.59,24.50,39.00,555.50,-453.50
256056 3.59,24.50,39.00,-51.25,421.75
256056 3.59,24.50,39.00,-796.50,-193.50
256064 3.59,24.50,39.00,784.75,-110.00
256064 3.59,24.50,39.00,396.00,372.00
256072 3.59,24.50,39.00,556.75,106.25
256072 3.59,24.50,39.00,692.75,-51.50
256080 3.59,24.50,39.00,-747.00,28.00
256080 3.59,24.50,39.00,-71.25,-725.50
256088 3.59,24.50,39.00,49.50,909.00
256088 3.59,24.50,39.00,-1136.25,-552.25
256096 3.59,24.50,39.00,-157.50,135.50
256096 3.59,24.50,39.00,1615.00,310.75
256103 3.59,24.50,39.00,-725.25,319.50
256104 3.59,24.50,39.00,1335.00,-506.50
256112 3.59,24.50,39.00,-639.75,1278.00
256112 3.59,24.50,39.00,-472.75,-502.50
256120 3.59,24.50,39.00,-608.00,-339.00
256120 3.59,24.50,39.00,774.50,-418.50
256126 3.59,24.50,39.00,955.00,323.75
256128 3.59,24.50,39.00,105.00,534.00
256135 3.59,24.50,39.00,-457.75,-81.50
256135 3.59,24.50,39.00,-569.00,-319.75
256143 3.59,24.50,39.00,-437.00,-341.50
256143 3.59,24.50,39.00,80.75,-1.75
256151 3.59,24.50,39.00,235.25,-416.25
256151 3.59,24.50,39.00,-488.50,193.75
256159 3.59,24.50,39.00,509.25,-465.25
256159 3.59,24.50,39.00,-29.75,478.00
256167 3.59,24.50,39.00,-291.75,166.50
256168 3.59,24.50,39.00,-832.00,-414.50
256175 3.59,24.50,39.00,319.50,-305.00
256175 3.59,24.50,39.00,162.25,295.50
256183 3.59,24.50,39.00,-112.50,-296.50
256183 3.59,24.50,39.00,-31.25,-12.75
256191 3.59,24.50,39.00,-823.25,115.50
256191 3.59,24.50,39.00,413.50,-443.75
256199 3.59,24.50,39.00,185.50,319.50
256200 3.59,24.50,39.00,309.75,-2.25
256207 3.59,24.50,39.00,988.00,289.00
256208 3.59,24.50,39.00,193.25,185.25
256215 3.59,24.50,39.00,-547.50,3.75
256215 3.59,24.50,39.00,-171.75,-178.00
256223 3.59,24.50,39.00,-150.50,-56.00
256224 3.59,24.50,39.00,202.75,-45.25
256232 3.59,24.50,39.00,435.50,628.00
256232 3.59,24.50,39.00,-364.50,81.25
256239 3.59,24.50,39.00,-248.75,-262.50
256240 3.59,24.50,39.00,154.75,199.50
256247 3.59,24.50,39.00,333.25,-376.75
256248 3.59,24.50,39.00,-1120.75,155.25
256256 3.59,24.50,39.00,3.75,56.00
256256 3.59,24.50,39.00,61.00,-756.25
256264 3.59,24.50,39.00,172.00,-324.25
256264 3.59,24.50,39.00,-361.50,43.75
256272 3.59,24.50,39.00,156.75,-104.25
256272 3.59,24.50,39.00,76.00,-22.75
256280 3.59,24.50,39.00,491.00,183.50
256280 3.59,24.50,39.00,216.75,-56.50
256287 3.59,24.50,39.00,-641.00,-26.75
256288 3.59,24.50,39.00,-1767.50,142.00
256295 3.59,24.50,39.00,763.00,-469.00
256296 3.59,24.50,39.00,-99.25,486.75
256303 3.59,24.50,39.00,294.00,-238.00
256304 3.59,24.50,39.00,523.25,276.25
256311 3.59,24.50,39.00,-415.75,313.25
256311 3.59,24.50,39.00,47.25,-296.00
256319 3.59,24.50,39.00,735.75,205.00
256319 3.59,24.50,39.00,380.00,312.50
256327 3.59,24.50,39.00,-258.00,-388.25
256327 3.59,24.50,39.00,165.75,314.00
256335 3.59,24.50,39.00,-531.00,-623.00
256336 3.59,24.50,39.00,-1245.00,-929.75
256343 3.59,24.50,39.00,482.25,128.25
256343 3.59,24.50,39.00,999.50,551.25
256351 3.59,24.50,39.00,-152.25,603.00
256351 3.59,24.50,39.00,491.75,125.75
256359 3.59,24.50,39.00,490.50,62.75
256359 3.59,24.50,39.00,-530.75,-104.25
256367 3.59,24.50,39.00,-296.50,-144.00
256367 3.59,24.50,39.00,45.25,565.75
256375 3.59,24.50,39.00,-286.00,-267.00
256375 3.59,24.50,39.00,-722.50,-21.50
256383 3.59,24.50,39.00,383.25,-101.50
256383 3.59,24.50,39.00,819.25,297.25
256392 3.59,24.50,39.00,-276.75,-332.50
256392 3.59,24.50,39.00,-24.75,-190.00
256400 3.59,24.50,39.00,-97.50,343.50
256400 3.59,24.50,39.00,13.75,79.25
256408 3.59,24.50,39.00,50.75,73.75
256408 3.59,24.50,39.00,487.25,-79.25
256416 3.59,24.50,39.00,11.50,181.50
256416 3.59,24.50,39.00,-710.50,72.00
256424 3.59,24.50,39.00,74.25,-295.00
256424 3.59,24.50,39.00,-723.00,-189.00
256431 3.59,24.50,39.00,288.50,-1010.25
256431 3.59,24.50,39.00,625.50,-231.50
256439 3.59,24.50,39.00,-432.00,1789.50
256439 3.59,24.50,39.00,-412.50,-462.00
256447 3.59,24.50,39.00,-455.00,-334.25
256447 3.59,24.50,39.00,319.75,-97.25
256456 3.59,24.50,39.00,260.00,-293.00
256456 3.59,24.50,39.00,234.00,417.00
256464 3.59,24.50,39.00,-2.50,16.50
256464 3.59,24.50,39.00,728.50,238.75
256472 3.59,24.50,39.00,424.00,-281.50
256472 3.59,24.50,39.00,-141.00,-709.00
256480 3.59,24.50,39.00,60.25,550.50
256480 3.59,24.50,39.00,81.00,260.75
256488 3.59,24.50,39.00,218.25,-127.25
256488 3.59,24.50,39.00,-139.50,-348.25
256496 3.59,24.50,39.00,-564.00,846.50
256496 3.59,24.50,39.00,-630.00,-21.00
256503 3.59,24.50,39.00,-30.25,-106.75
256503 3.59,24.50,39.00,-872.25,-747.75
256511 3.59,24.50,39.00,150.75,172.25
256511 3.59,24.50,39.00,786.00,414.00
256520 3.59,24.50,39.00,192.00,80.25
256520 3.59,24.50,39.00,-65.00,216.50
256528 3.59,24.50,39.00,-104.00,-157.25
256528 3.59,24.50,39.00,-144.00,-231.25
256535 3.59,24.50,39.00,-783.50,-0.25
256535 3.59,24.50,39.00,112.75,-528.00
256544 3.59,24.50,39.00,-239.00,-88.50
256544 3.59,24.50,39.00,-195.00,-89.50
256552 3.59,24.50,39.00,104.25,807.00
256552 3.59,24.50,39.00,85.50,-42.25
256560 3.59,24.50,39.00,-2.50,-277.25
256560 3.59,24.50,39.00,-512.25,58.50
256568 3.59,24.50,39.00,288.00,-259.75
256568 3.59,24.50,39.00,267.50,544.50
256576 3.59,24.50,39.00,-355.00,-551.00
256576 3.59,24.50,39.00,322.75,-58.00
256584 3.59,24.50,39.00,716.50,93.25
256584 3.59,24.50,39.00,385.25,-45.25
256591 3.59,24.50,39.00,36.00,41.00
256591 3.59,24.50,39.00,204.25,489.50
256600 3.59,24.50,39.00,-540.00,-101.50
256600 3.59,24.50,39.00,636.25,-120.50
256608 3.59,24.50,39.00,224.25,-95.25
256608 3.59,24.50,39.00,-975.25,-315.75
256616 3.59,24.50,39.00,546.25,501.25
256616 3.59,24.50,39.00,-248.75,-140.50
256624 3.59,24.50,39.00,-619.50,-687.00
256624 3.59,24.50,39.00,328.75,-167.75
256632 3.59,24.50,39.00,310.00,370.25
256633 3.33,24.50,39.00,-1530.00,-6.00
256640 3.33,24.50,39.00,66.00,-744.50
256640 3.33,24.50,39.00,1128.25,143.75
256647 3.33,24.50,39.00,241.50,464.00
256647 3.33,24.50,39.00,-345.50,245.25
256657 3.33,24.50,39.00,272.50,-158.25
256657 3.33,24.50,39.00,58.75,563.75
256664 3.33,24.50,39.00,-78.50,171.50
256664 3.33,24.50,39.00,-26.75,-267.00
256672 3.33,24.50,39.00,373.50,586.50
256672 3.33,24.50,39.00,-1007.50,196.00
256680 3.33,24.50,39.00,-776.75,-371.75
256680 3.33,24.50,39.00,522.50,-647.25
256688 3.33,24.50,39.00,359.50,193.50
256688 3.33,24.50,39.00,195.00,52.25
256695 3.33,24.50,39.00,699.50,360.00
256695 3.33,24.50,39.00,134.75,-24.25
256703 3.33,24.50,39.00,-10.75,187.75
256703 3.33,24.50,39.00,-878.75,-173.75
256711 3.33,24.50,39.00,-147.50,-693.50
256711 3.33,24.50,39.00,-299.75,-189.25
256719 3.33,24.50,39.00,-547.25,-636.50
256719 3.33,24.50,39.00,1092.00,182.25
256727 3.33,24.50,39.00,8.25,512.50
256728 3.33,24.50,39.00,430.00,307.25
256736 3.33,24.50,39.00,2.25,555.25
256736 3.33,24.50,39.00,-1490.00,-77.00
256744 3.33,24.50,39.00,-603.75,-386.25
256744 3.33,24.50,39.00,887.25,-347.00
256751 3.33,24.50,39.00,406.75,-282.75
256752 3.33,24.50,39.00,-382.25,164.50
256759 3.33,24.50,39.00,163.25,-80.25
256760 3.33,24.50,39.00,464.00,117.00
256768 3.33,24.50,39.00,-331.25,262.50
256768 3.33,24.50,39.00,118.25,-271.50
256775 3.33,24.50,39.00,56.75,-446.25
256775 3.33,24.50,39.00,127.25,-529.50
256783 3.33,24.50,39.00,-934.25,-461.75
256783 3.33,24.50,39.00,497.25,427.00
256791 3.33,24.50,39.00,-529.00,296.00
256791 3.33,24.50,39.00,-527.75,-271.75
256800 3.33,24.50,39.00,-638.25,-20.00
256800 3.33,24.50,39.00,150.25,-451.50
256807 3.33,24.50,39.00,283.50,453.50
256807 3.33,24.50,39.00,616.25,-169.75
256815 3.33,24.50,39.00,416.50,679.25
256815 3.33,24.50,39.00,45.25,360.75
256823 3.33,24.50,39.00,775.25,360.00
256824 3.33,24.50,39.00,445.25,-296.25
256831 3.33,24.50,39.00,-1358.25,182.50
256831 3.33,24.50,39.00,-863.50,-769.25
256838 3.33,24.50,39.00,626.25,-67.00
256840 3.33,24.50,39.00,-221.75,997.00
256848 3.33,24.50,39.00,-380.75,-619.00
256848 3.33,24.50,39.00,-214.50,-395.00
256856 3.33,24.50,39.00,-649.00,6.75
256856 3.33,24.50,39.00,1026.50,413.50
256863 3.33,24.50,39.00,738.00,501.75
256863 3.33,24.50,39.00,258.50,231.75
256870 3.33,24.50,39.00,37.00,-180.50
256872 3.33,24.50,39.00,-964.25,48.75
256878 3.33,24.50,39.00,237.75,-698.25
256880 3.33,24.50,39.00,76.50,-262.75
256887 3.33,24.50,39.00,-894.75,-147.75
256887 3.33,24.50,39.00,683.50,-228.25
256896 3.33,24.50,39.00,138.50,487.00
256896 3.33,24.50,39.00,504.50,95.50
256903 3.33,24.50,39.00,-59.50,-66.50
256903 3.33,24.50,39.00,-352.25,-233.00
256911 3.33,24.50,39.00,-183.50,-636.75
256912 3.33,24.50,39.00,-425.75,-1304.50
256919 3.33,24.50,39.00,178.00,1254.50
256920 3.33,24.50,39.00,-564.00,164.25
256927 3.33,24.50,39.00,1079.00,343.50
256928 3.33,24.50,39.00,921.00,750.50
256935 3.33,24.50,39.00,-667.25,-257.75
256935 3.33,24.50,39.00,-534.50,202.25
256943 3.33,24.50,39.00,-556.75,-530.75
256943 3.33,24.50,39.00,-108.75,-654.25
256951 3.33,24.50,39.00,73.75,-154.50
256951 3.33,24.50,39.00,-254.25,462.75
256959 3.33,24.50,39.00,-1514.75,-1569.50
256959 3.33,24.50,39.00,1115.50,-64.75
256967 3.33,24.50,39.00,851.75,1146.25
256968 3.33,24.50,39.00,373.75,950.50
256975 3.33,24.50,39.00,-557.75,142.00
256975 3.33,24.50,39.00,-863.75,-834.25
256983 3.33,24.50,39.00,1060.25,-297.00
256983 3.33,24.50,39.00,140.00,457.25
256991 3.33,24.50,39.00,304.50,-227.25
256991 3.33,24.50,39.00,1012.25,653.00
256999 3.33,24.50,39.00,-343.00,289.25
256999 3.33,24.50,39.00,438.25,283.50
257007 3.33,24.50,39.00,240.75,297.75
257007 3.33,24.50,39.00,373.50,-17.50
257015 3.33,24.50,39.00,-274.00,-284.50
257015 3.33,24.50,39.00,-63.25,19.25
257023 3.33,24.50,39.00,-103.75,-1968.50
257023 3.33,24.50,39.00,-1218.00,1182.00
257031 3.33,24.50,39.00,-271.50,-1089.25
257031 3.33,24.50,39.00,783.50,-62.25
257039 3.33,24.50,39.00,-991.25,501.00
257040 3.33,24.50,39.00,751.25,-349.00
257046 3.33,24.50,39.00,-606.50,-531.25
257048 3.33,24.50,39.00,511.00,-319.75
257055 3.33,24.50,39.00,447.50,1229.50
257055 3.33,24.50,39.00,1062.25,399.50
257064 3.33,24.50,39.00,307.00,646.25
257064 3.33,24.50,39.00,509.25,39.75
257071 3.33,24.50,39.00,390.75,199.50
257071 3.33,24.50,39.00,90.75,642.25
257079 3.33,24.50,39.00,147.25,-150.50
257080 3.33,24.50,39.00,-101.25,-259.50
257087 3.33,24.50,39.00,-1906.00,-260.50
257087 3.33,24.50,39.00,-236.50,-957.75
257096 3.33,24.50,39.00,-750.75,-391.75
257096 3.33,24.50,39.00,421.00,-471.25
257103 3.33,24.50,39.00,812.50,1210.00
257104 3.33,24.50,39.00,-615.00,147.50
257111 3.33,24.50,39.00,-149.25,-83.50
257111 3.33,24.50,39.00,422.25,-2008.75
257119 3.33,24.50,39.00,229.25,467.75
257119 3.33,24.50,39.00,198.25,530.25
257126 3.33,24.50,39.00,-110.50,499.00
257126 3.33,24.50,39.00,965.25,-15.75
257135 3.33,24.50,39.00,499.50,-17.75
257135 3.33,24.50,39.00,359.50,156.75
257144 3.33,24.50,39.00,-509.75,115.25
257144 3.33,24.50,39.00,535.25,-415.50
257152 3.33,24.50,39.00,84.25,-101.00
257152 3.33,24.50,39.00,-353.00,409.50
257159 3.33,24.50,39.00,-1614.50,-979.25
257160 3.33,24.50,39.00,-47.50,-1589.50
257166 3.33,24.50,39.00,569.00,1280.75
257168 3.33,24.50,39.00,1075.25,1051.50
257175 3.33,24.50,39.00,713.75,381.75
257175 3.33,24.50,39.00,-257.50,66.25
257183 3.33,24.50,39.00,212.50,-110.25
257183 3.33,24.50,39.00,279.50,35.75
257192 3.33,24.50,39.00,-394.25,-498.50
257192 3.33,24.50,39.00,-801.25,-635.25
257200 3.33,24.50,39.00,202.00,-488.00
257200 3.33,24.50,39.00,191.75,-385.00
257207 3.33,24.50,39.00,466.25,830.50
257207 3.33,24.50,39.00,476.00,491.00
257215 3.33,24.50,39.00,-148.25,303.75
257215 3.33,24.50,39.00,-137.00,-751.00
257222 3.33,24.50,39.00,-200.25,419.75
257224 3.33,24.50,39.00,804.75,-466.50
257231 3.33,24.50,39.00,-938.00,-48.00
257231 3.33,24.50,39.00,37.50,231.00
257239 3.33,24.50,39.00,1017.00,160.00
257240 3.33,24.50,39.00,-988.75,269.00
257247 3.33,24.50,39.00,236.75,-1066.25
257247 3.33,24.50,39.00,-176.00,532.50
257255 3.33,24.50,39.00,804.00,572.25
257256 3.33,24.50,39.00,-629.50,173.00
257263 3.33,24.50,39.00,370.50,-443.00
257264 3.33,24.50,39.00,-584.25,822.00
257271 3.33,24.50,39.00,-65.25,-1060.50
257271 3.33,24.50,39.00,180.00,-279.00
257280 3.33,24.50,39.00,868.50,536.75
257280 3.33,24.50,39.00,-303.75,-165.50
257287 3.33,24.50,39.00,-139.25,-263.75
257288 3.33,24.50,39.00,-298.00,-79.00
257295 3.33,24.50,39.00,50.25,873.50
257295 3.33,24.50,39.00,-226.50,-159.25
257303 3.33,24.50,39.00,626.75,-421.25
257304 3.33,24.50,39.00,-645.50,372.00
257311 3.33,24.50,39.00,1005.25,243.50
257311 3.33,24.50,39.00,-279.25,249.25
257319 3.33,24.50,39.00,-1612.00,-768.00
257319 3.33,24.50,39.00,-1523.75,-1382.00
257327 3.33,24.50,39.00,-351.50,189.75
257327 3.33,24.50,39.00,729.00,19.50
257335 3.33,24.50,39.00,1100.00,-275.50
257336 3.33,24.50,39.00,457.00,652.75
257344 3.33,24.50,39.00,2.25,318.25
257344 3.33,24.50,39.00,943.25,423.75
257352 3.33,24.50,39.00,117.25,260.25
257352 3.33,24.50,39.00,52.50,238.50
257359 3.33,24.50,39.00,-773.75,223.00
257359 3.33,24.50,39.00,-511.00,-369.00
257367 3.33,24.50,39.00,78.00,-866.25
257368 3.33,24.50,39.00,-149.00,346.25
257375 3.33,24.50,39.00,-539.00,-332.00
257376 3.33,24.50,39.00,616.00,676.50
257383 3.33,24.50,39.00,73.75,337.00
257384 3.33,24.50,39.00,-67.25,-186.00
257391 3.33,24.50,39.00,-1216.75,-969.50
257392 3.33,24.50,39.00,262.75,-341.50
257399 3.33,24.50,39.00,542.00,274.25
257400 3.33,24.50,39.00,106.50,358.75
257407 3.33,24.50,39.00,287.50,182.25
257408 3.33,24.50,39.00,122.00,-29.00
257415 3.33,24.50,39.00,-601.00,-376.25
257415 3.33,24.50,39.00,673.50,71.00
257423 3.33,24.50,39.00,-170.75,238.50
257423 3.33,24.50,39.00,220.50,-804.75
257431 3.33,24.50,39.00,-455.25,4.00
257432 3.33,24.50,39.00,8.25,997.25
257439 3.33,24.50,39.00,-298.75,186.50
257440 3.33,24.50,39.00,79.00,-667.75
257447 3.33,24.50,39.00,-1109.75,51.50
257448 3.33,24.50,39.00,-538.25,41.00
257455 3.33,24.50,39.00,903.50,-46.00
257455 3.33,24.50,39.00,494.25,383.25
257464 3.33,24.50,39.00,-781.75,-113.50
257464 3.33,24.50,39.00,-61.25,-346.75
257471 3.33,24.50,39.00,488.25,223.25
257472 3.33,24.50,39.00,131.25,218.00
257480 3.33,24.50,39.00,-304.00,149.00
257480 3.33,24.50,39.00,914.25,54.25
257487 3.33,24.50,39.00,-83.25,171.25
257488 3.33,24.50,39.00,-259.00,-295.00
257496 3.33,24.50,39.00,1022.00,74.75
257496 3.33,24.50,39.00,9.75,434.25
257503 3.33,24.50,39.00,-510.75,6.75
257503 3.33,24.50,39.00,788.75,-251.25
257511 3.33,24.50,39.00,-465.25,-355.75
257512 3.33,24.50,39.00,-1490.50,257.50
257519 3.33,24.50,39.00,-32.75,-538.75
257520 3.33,24.50,39.00,319.25,-315.00
257527 3.33,24.50,39.00,-560.75,679.25
257527 3.33,24.50,39.00,-618.50,-251.00
257536 3.33,24.50,39.00,1684.50,-112.75
257536 3.33,24.50,39.00,730.00,488.00
257543 3.33,24.50,39.00,-154.25,288.25
257544 3.33,24.50,39.00,-317.00,-9.00
257551 3.33,24.50,39.00,-53.50,-479.00
257552 3.33,24.50,39.00,-535.25,208.25
257560 3.33,24.50,39.00,728.25,618.00
257560 3.33,24.50,39.00,18.00,257.75
257567 3.33,24.50,39.00,-761.00,-279.25
257568 3.33,24.50,39.00,-231.75,-372.50
257575 3.33,24.50,39.00,308.00,164.75
257576 3.33,24.50,39.00,100.25,416.50
257583 3.33,24.50,39.00,813.25,47.25
257584 3.33,24.50,39.00,222.75,-295.50
257591 3.33,24.50,39.00,-1424.75,-926.75
257592 3.33,24.50,39.00,-1074.50,-404.75
257599 3.33,24.50,39.00,1599.25,529.00
257599 3.33,24.50,39.00,64.00,448.00
257607 3.33,24.50,39.00,-475.50,-636.25
257608 3.33,24.50,39.00,-99.75,255.50
257615 3.33,24.50,39.00,538.25,150.50
257616 3.33,24.50,39.00,445.25,402.75
257623 3.33,24.50,39.00,1247.75,744.25
257624 3.33,24.50,39.00,-196.25,104.50
257632 3.33,24.50,39.00,-273.50,139.25
257632 3.33,24.50,39.00,216.75,-384.25
257640 3.33,24.50,39.00,-46.25,-57.00
257640 3.33,24.50,39.00,-38.50,-208.50
257645 3.33,24.50,39.00,-379.25,-72.75
257653 3.33,24.50,39.00,500.00,393.50
257656 3.33,24.50,39.00,-912.00,-103.50
257656 3.33,24.50,39.00,-293.75,-376.00
257663 3.33,24.50,39.00,626.50,319.25
257663 3.33,24.50,39.00,159.00,-213.00
257672 3.33,24.50,39.00,-639.75,-49.75
257672 3.33,24.50,39.00,463.25,-465.75
257680 3.33,24.50,39.00,-494.75,380.75
257680 3.33,24.50,39.00,107.75,-268.00
257687 3.33,24.50,39.00,1052.00,360.00
257688 3.33,24.50,39.00,-248.00,495.25
257695 3.33,24.50,39.00,178.00,-96.25
257696 3.33,24.50,39.00,-362.50,484.50
257703 3.33,24.50,39.00,-426.75,-1468.75
257704 3.33,24.50,39.00,-1481.25,-1293.00
257711 3.33,24.50,39.00,637.25,430.50
257711 3.33,24.50,39.00,978.75,1441.25
257720 3.33,24.50,39.00,1008.50,366.75
257720 3.33,24.50,39.00,-106.50,748.25
257727 3.33,24.50,39.00,878.25,55.50
257728 3.33,24.50,39.00,-127.00,367.25
257735 3.33,24.50,39.00,-1204.50,-462.00
257735 3.33,24.50,39.00,-321.25,-534.50
257744 3.33,24.50,39.00,-112.00,-858.00
257744 3.33,24.50,39.00,1.25,52.50
257751 3.33,24.50,39.00,908.75,394.00
257751 3.33,24.50,39.00,-279.00,364.00
257760 3.33,24.50,39.00,-582.00,7.25
257760 3.33,24.50,39.00,-43.50,-720.00
257767 3.33,24.50,39.00,571.25,618.25
257768 3.33,24.50,39.00,-483.25,12.25
257775 3.33,24.50,39.00,178.75,-200.25
257775 3.33,24.50,39.00,1468.00,56.75
257783 3.33,24.50,39.00,-450.75,286.50
257783 3.33,24.50,39.00,-223.75,-298.00
257791 3.33,24.50,39.00,901.50,259.50
257791 3.33,24.50,39.00,-1069.00,-71.75
257799 3.33,24.50,39.00,-1399.75,-1148.25
257799 3.33,24.50,39.00,541.00,338.50
257807 3.33,24.50,39.00,653.75,934.25
257807 3.33,24.50,39.00,-268.25,127.50
257815 3.33,24.50,39.00,183.75,40.50
257816 3.33,24.50,39.00,-368.75,-83.00
257823 3.33,24.50,39.00,-173.75,-469.00
257823 3.33,24.50,39.00,-401.25,-81.25
257830 3.33,24.50,39.00,771.50,-76.25
257832 3.33,24.50,39.00,-936.25,-302.25
257839 3.33,24.50,39.00,-124.25,-12.00
257839 3.33,24.50,39.00,223.25,-383.75
257848 3.33,24.50,39.00,-29.25,349.50
257848 3.33,24.50,39.00,2.25,-152.00
257856 3.33,24.50,39.00,200.50,-363.25
257856 3.33,24.50,39.00,420.25,980.75
257863 3.33,24.50,39.00,-561.00,-159.50
257863 3.33,24.50,39.00,48.50,-292.25
257872 3.33,24.50,39.00,120.25,409.50
257872 3.33,24.50,39.00,69.75,178.50
257879 3.33,24.50,39.00,464.00,-241.75
257879 3.33,24.50,39.00,-304.50,260.00
257887 3.33,24.50,39.00,-201.50,-539.75
257888 3.33,24.50,39.00,-722.00,-791.00
257895 3.33,24.50,39.00,534.00,488.50
257895 3.33,24.50,39.00,540.75,120.50
257903 3.33,24.50,39.00,-381.25,394.50
257903 3.33,24.50,39.00,-148.50,-354.00
257911 3.33,24.50,39.00,299.75,-44.75
257911 3.33,24.50,39.00,-981.25,254.75
257917 3.33,24.50,39.00,381.75,-410.25
257920 3.33,24.50,39.00,49.25,594.00
257927 3.33,24.50,39.00,-870.00,88.25
257927 3.33,24.50,39.00,409.50,-1121.00
257935 3.33,24.50,39.00,255.50,149.25
257935 3.33,24.50,39.00,271.25,261.50
257943 3.33,24.50,39.00,-126.50,416.25
257943 3.33,24.50,39.00,503.50,-123.50
257952 3.33,24.50,39.00,-190.75,133.75
257952 3.33,24.50,39.00,-420.50,-353.50
257959 3.33,24.50,39.00,839.50,388.25
257960 3.33,24.50,39.00,-737.25,482.75
257967 3.33,24.50,39.00,-545.00,-684.25
257968 3.33,24.50,39.00,859.75,398.00
257975 3.33,24.50,39.00,144.00,435.50
257976 3.33,24.50,39.00,232.50,-192.00
257983 3.33,24.50,39.00,31.50,-85.25
257984 3.33,24.50,39.00,-203.25,489.00
257991 3.33,24.50,39.00,466.25,-159.25
257992 3.33,24.50,39.00,48.50,-10.25
258000 3.33,24.50,39.00,-333.75,-528.75
258000 3.33,24.50,39.00,330.25,89.50
258008 3.33,24.50,39.00,439.25,33.00
258008 3.33,24.50,39.00,559.25,513.00
258016 3.33,24.50,39.00,-234.50,-1085.50
258016 3.33,24.50,39.00,-1482.50,-390.00
258023 3.33,24.50,39.00,1026.00,-438.25
258023 3.33,24.50,39.00,-906.25,334.00
258030 3.33,24.50,39.00,435.50,45.50
258032 3.33,24.50,39.00,193.25,-173.25
258039 3.33,24.50,39.00,373.50,863.50
258039 3.33,24.50,39.00,-784.75,-1592.75
258047 3.33,24.50,39.00,-510.50,179.75
258047 3.33,24.50,39.00,853.00,-37.25
258055 3.33,24.50,39.00,1158.25,836.00
258056 3.33,24.50,39.00,-229.50,226.00
258064 3.33,24.50,39.00,385.00,10.50
258064 3.33,24.50,39.00,-668.75,34.75
258071 3.33,24.50,39.00,137.00,-813.50
258071 3.33,24.50,39.00,961.50,245.00
258079 3.33,24.50,39.00,-668.50,386.25
258080 3.33,24.50,39.00,-1125.00,-167.50
258087 3.33,24.50,39.00,900.75,-118.00
258087 3.33,24.50,39.00,-406.50,208.75
